feature1,feature2,target
-1.864831539,1.132655668,-1
-1.230376279,0.855607705,-1
-1.708782894,1.957379091,-1
-2.119386166,0.563076841,-1
-1.321397957,0.92440195,-1
-2.65989639,1.577260597,-1
-3.041764435,1.249240224,-1
-1.569298703,0.793952437,-1
-2.081772557,0.412186592,-1
-2.209035031,-0.166485554,-1
-1.841708335,2.08771509,-1
-2.338172587,0.460309637,-1
-1.467792134,1.717760543,-1
-2.616035197,0.712594061,-1
-2.431044962,1.766414829,-1
-1.862283982,1.665068464,-1
-1.630771204,0.848908792,-1
-2.5782943,1.598877431,-1
-1.795059413,1.281634139,-1
-2.69496139,1.127708476,-1
-2.029608369,1.127018173,-1
-1.224601305,0.972318131,-1
-1.633338379,0.686448994,-1
-1.50756612,1.036453063,-1
-1.99686739,0.336714797,-1
-1.807148463,0.020629258,-1
-2.407032567,1.246336393,-1
-2.408580439,1.416384509,-1
-1.884099806,1.2550182,-1
-1.627474124,1.60745588,-1
-1.233547955,1.824681597,-1
-1.981220375,0.944679905,-1
-2.599334726,1.581698754,-1
-1.328607754,1.433371183,-1
-2.781335763,0.420832782,-1
-2.750183169,0.828038562,-1
-1.633913376,1.537486273,-1
-1.75583322,1.295617245,-1
-1.694038799,0.40644566,-1
-2.341433092,1.3525397,-1
-2.37321854,0.725389474,-1
-1.929241786,0.241835127,-1
-2.777324993,0.463377643,-1
-2.853366718,1.200076328,-1
-2.096440592,0.662503144,-1
-2.834982109,1.006561364,-1
-1.439252336,0.45380014,-1
-2.479349522,1.152398531,-1
-1.763425457,0.982648899,-1
-2.157334546,0.854179343,-1
-1.739233719,1.16607084,-1
-2.512992115,0.533699808,-1
-2.874918568,0.735747763,-1
-1.888361222,1.284075744,-1
-2.653971877,1.368321222,-1
-1.616707272,1.727674147,-1
-2.463299411,1.27950403,-1
-1.872108712,0.752500949,-1
-1.486514844,0.198095808,-1
-2.350672874,1.445365891,-1
-2.138808879,1.630404293,-1
-2.471395076,1.709751,-1
-1.806136453,0.708958586,-1
-1.433373244,0.864835844,-1
